hotel_id,latitude,longitude,city,country
4814,36.7476751,-95.90337559999999,,IT
4841,47.3336901,1.0327617,Civray de Touraine,FR
4861,41.7085064,15.7019133,San Giovanni Rotondo,IT
4946,37.6752215,-97.40980599999999,,FR
4953,37.6752215,-97.40980599999999,,FR
12149,45.0632131,7.380556700000001,Avigliana,IT
12117,41.3531372,-8.7428911,Vila do Conde,PT
2071,42.852812,1.5949025,TARASCON SUR ARIÈGE,FR
5610,34.1042246,-118.3377116,,BE
5636,16.2218755,-61.3972541,SAINTE-ANNE,GP
5647,37.6752215,-97.40980599999999,,FR
5663,46.6003287,5.4800514,Vincelles,FR
11234,46.6613966,1.4482662,Indre en Berry,FR
7198,40.0663987,18.0547991,ALEZIO,IT
5494,46.30995,3.5398041,CINDRE,FR
5721,36.7476751,-95.90337559999999,,IT
5795,43.2865915,6.6370893,Var,FR
5805,44.27764699999999,4.768457499999999,Bollène,FR
5645,43.4758845,-3.5651965,Arnuero,ES
5884,37.6752215,-97.40980599999999,,FR
2285,14.7439749,-61.175997, Saint-Pierre ,MQ
5904,37.6752215,-97.40980599999999,,FR
5719,36.9286593,-3.6300982,Albuñuelas (Granada),ES
5971,36.7308189,-95.8972288,,IT
5967,46.803181,5.935982999999999,Le Latet,FR
5983,40.46366700000001,-3.74922,,ES
6035,37.6752215,-97.40980599999999,,FR
1841,47.1885838,0.1735991,Beaumont-en-Véron,FR
6065,37.6752215,-97.40980599999999,,FR
9854,38.8199079,-0.2268357,Benissivà,ES
6124,42.0977173,-6.6230644,ValDespino de Sanabria ,ES
6886,44.0132396,1.3445704,Montauban,FR
5836,43.83309870000001,5.2730178,Lacoste,FR
6237,36.2543536,-5.963824400000001,Vejer de la frontera,ES
5357,28.1454165,79.1026315,,TH
6292,38.9762684,-2.8845246,RUIDERA,ES
6411,37.6752215,-97.40980599999999,,FR
6470,44.1198619,9.710030699999999,Corniglia,IT
6482,38.8953067,16.2367696,Lamezia Terme ,IT
12075,38.8029478,-9.38124,Sintra,PT
6516,38.95904489999999,-1.2301597,Alpera,ES
6517,37.6752215,-97.40980599999999,,FR
6520,40.5409493,14.2102105,Anacapri,IT
6576,46.84801160000001,-0.705421,COMBRAND,FR
6597,42.90972319999999,-8.741254999999999,Negreira,ES
6867,43.8935393,0.7705978,Saint-Clar,FR
6796,41.8178159,3.0651534,Platja d'Aro,ES
6784,41.0544938,14.3308266,Caserta,IT
6562,41.4091239,13.4586875,Lenola,IT
4888,45.114289,0.9869110000000001,"Fossemagne,",FR
6923,41.83568210000001,-4.397635699999999,,ES
12802,28.5047033,-16.1930188,Santa Cruz de Tenerife,ES
7246,43.6020279,1.4428328,TOULOUSE,FR
12163,42.6078846,-6.816026799999999,Villafranca del Bierzo,ES
13825,37.9859752,-1.1306735,Murcia,ES
14993,41.2660523,-3.4775088,"Dehesa de Cuéllar, Segovia",ES
9323,48.7423581,7.355959100000001,Saverne,FR
307,41.97446,3.17529,Pals,ES
821,47.193789,3.875195999999999,Mhère,FR
12175,38.6129549,-0.0347662,Altea,ES
9384,45.269424,2.880081,landeyrat,FR
9361,39.21772139999999,9.282900399999999,Quartu Sant' Elena,IT
12235,50.4458686,3.4188402,Aulnoy-lez-Valenciennes,FR
15052,43.0194661,12.4400896,Torgiano,IT
4384,37.0573508,-95.7119039,,ES
1838,48.7014119,-2.938008,Plouha,FR
7228,40.3491388,18.1757816,Lecce,IT
7263,45.3654594,9.1579249,Basiglio,IT
23280,49.42953869999999,2.0807123,Beauvais,FR
8118,41.62031,1.50121,Jorba,ES
7801,43.0122272,1.860795,Limbrassac,FR
7007,44.320327,1.285237,Castelnau-Montratier-Sainte-Alauzie,FR
7811,41.1611526,-2.7341158,Imón,ES
7816,65.1280652,25.7756512,Kiiminki,FI
7990,-30.559482,22.937506,,ZA
7934,40.66217109999999,-4.6776144,Ávila,ES
7788,41.06566979999999,1.0609917,Cambrils,ES
9511,44.1821302,9.5835215,Bonassola,IT
8263,46.189817,-0.2857759,Périgné,FR
8277,41.9074543,12.4598635,Roma,IT
7946,37.3235184,13.572141,Agrigento,IT
728,48.4917899,7.6684008,lipsheim,FR
24028,37.1213331,-5.454326500000001,Morón de la Frontera,ES
4002,47.7266209,2.490381,Lion en Sullias,FR
8002,41.4048375,2.149502,La Guardia de Tornabous,ES
24137,45.4401526,10.7619581,Castelnuovo del Garda,IT
7918,44.5457759,4.420096000000001,Vogüé,FR
8322,46.3746339,-1.0617847,Sainte-Radégonde-des-Noyers,FR
16099,39.9067857,3.0796447,Puerto Pollensa,ES
8496,45.7646709,4.8279911,Lyon,FR
14060,50.3621813,3.5216534,Valenciennes,FR
8578,48.7930466,6.3623734,Bioncourt,FR
8274,50.3166628,1.6942308,VILLERS SUR AUTHIE,FR
8609,45.42413,6.641781399999999,Courchevel Village,FR
9453,39.3097553,16.1657211,Marano Marchesato,IT
8352,40.8306295,0.1787665,Beceite,ES
8728,50.33499,-4.636525,Fowey,GB
8444,41.3871104,9.1598749,Bonifacio,FR
8729,48.8629725,2.4413195,Montreuil,FR
8894,50.7947144,2.6440027,GODEWAERSVELDE,FR
9699,39.4181495,8.4119001,Fluminimaggiore,IT
6109,50.4395216,3.3822165,MILLONFOSSE,FR
9040,-6.369028,34.888822,,FR
8476,39.7697986,3.1493998,Can Picafort,ES
9342,16.2511278,-61.2740105,SAINT-FRANCOIS,GP
12219,48.2349794,7.3068431,BERGHEIM,FR
12323,53.2428231,-1.4978081,Bakewell,GB
12325,40.8322116,14.2431856,Napoli,IT
10679,45.5006726,12.322153,Venezia,IT
2341,43.574062,3.3982029,Péret,FR
9504,41.1497051,-8.5900992,Porto,PT
12832,38.09967109999999,15.6353648,Reggio Calabria,IT
28167,42.4496917,0.1351963,Labuerda,ES
10131,43.3792695,-0.6068914999999999,mourenx,FR
10106,37.5006693,15.0778428,Catania,IT
9870,36.797409,12.0482034,Pantelleria,IT
9797,49.2575265,4.0349217,Reims,FR
17426,20.6295586,-87.0738851,"Playa del Carmen,  Quintana Roo",MX
18727,32.0852999,34.78176759999999,Tel Aviv,IL
5708,39.7162245,-6.2809173,Talaván,ES
8525,39.8563279,-4.0245444,Toledo,ES
17050,50.825119,-0.1555954,Brighton,GB
10531,47.966504,-0.23721,Brûlon,FR
10526,41.7259321,1.8203003,Manresa,ES
10431,43.0964099,10.5462023,San Vincenzo (LI),IT
10678,47.3447243,1.2356548,Montrichard Val de Cher ,FR
10624,52.1997077,0.1382577,Cambridge,GB
10876,41.9745252,1.8771341,Puig-reig,ES
10815,37.7452584,-25.5913783,Lagoa,PT
6242,43.9303884,4.9750502,Le Thor,FR
10863,51.1933942,-2.5589759,"Bowlish, Shepton Mallet ",GB
10573,43.1294068,5.9664606,Toulon,FR
8597,42.699589,11.3704379,Poggioferro (GR),IT
10654,50.0920391,3.2361501,LES RUES DES VIGNES,FR
287,43.4822504,-1.5543835,Biarritz,FR
9951,39.2005823,-1.350678,Alcalá del Júcar,ES
11093,43.6857864,4.6219243,Arles,FR
11167,46.3205023,-0.4580504,NIORT,FR
12120,44.09512369999999,9.8143005,La Spezia,IT
11240,43.7359803,11.7722557,Poppi,IT
1351,45.384226,3.752025,Dore-l'Église,FR
11371,38.0390705,12.5872056,Erice,IT
2186,38.1060747,15.6462509,Reggio Calabria,IT
12642,44.0017809,5.048698000000001,Pernes les Fontaines,FR
12419,45.44666730000001,10.8543798,Bussolengo,IT
11202,43.7657046,3.8665245,34270,FR
23974,40.7784678,9.6677123,San Teodoro,IT
11437,46.4950655,-1.7795963,Les Sables d'Olonne ,FR
11454,9.081999,8.675277,,NG
18034,43.7404648,11.225979,Firenze,IT
11536,38.018418,15.6406448,BOCALE (RC),IT
11569,-4.2649459,15.2830896,Brazzaville,CG
11666,37.5442706,-4.7277528,,ES
11743,36.5309831,-6.2942201,Cádiz,ES
11747,45.4306887,10.9793482,Verona,IT
11470,45.170082,3.400533,BLASSAC,FR
13025,47.1675525,0.2441143,CHINON,FR
9433,46.0945215,6.633080499999999,Sixt fer à Cheval,FR
3790,39.4832182,-0.3771414,Valencia,ES
11565,41.2085419,13.5497694,Gaeta ,IT
11951,48.8541436,1.9527694,Davron,FR
1018,45.6217254,0.1832731,PUYMOYEN,FR
11704,45.2147169,12.2904966,Chioggia,IT
12443,35.26061,25.725519,Elounda ,GR
12284,37.0875757,-8.2562211,Albufeira,PT
18257,37.9519937,16.0885097,Brancaleone Marina,IT
16138,28.09256,-16.7254565,Adeje,ES
11410,38.7142194,-9.125859499999999,Lisboa,PT
28252,41.2033216,-77.1945247,,PA
18028,31.699055,-106.4033771,juarez,MX
11441,45.9197804,10.8588948,Arco,IT
15217,37.1836316,-3.5968254,"Albaicín, Granada, ",ES
7656,38.6158762,-1.125762,Yecla,ES
15668,44.85832430000001,-0.5632296999999999,Bordeaux,FR
15253,45.5114723,5.413522599999999,TORCHEFELON ,FR
15077,46.2627269,10.5113411,Ponte di Legno,IT
15679,20.7405559,-105.3197839,,MX
20261,43.8183528,7.775680400000001,,IT
15289,43.0151068,12.5529521,Cannara,IT
12764,41.5700182,1.828881,Collbató,ES
13102,42.3148776,-0.4390353,Arguis,ES
13118,44.3622455,9.1396164,Lecco,IT
14992,37.1283582,-8.2327829,Albufeira,PT
13145,45.2111465,5.658878199999999,SASSENAGE,FR
7849,50.01878079999999,4.0010181,Wignehies,FR
13321,41.6803839,9.3183969,Lecci,FR
13226,41.7167409,-8.306244399999999,Terras de Bouro,PT
13289,37.0557266,-7.7453214,Fuseta,PT
13389,50.7226665,-1.8139095,Bournemouth,GB
12898,44.91299799999999,-0.243985,Libourne,FR
5608,43.777439,4.88733,Saint Rémy de Provence,FR
10090,41.1496867,-8.6201287,Porto,PT
15953,36.75026769999999,-3.8764079,Nerja,ES
21713,20.8740364,-105.4309476,Sayulita ,MX
19509,44.2048484,8.2946899,"Calice Ligure, Savona",IT
19119,45.7052184,9.3814204,Montevecchia,IT
11793,46.810105,0.41445,SCORBE CLAIRVAUX,FR
15408,41.3910294,2.1787801,Barcelona,ES
12999,42.2921556,13.6353287,Castelnuovo,IT
13376,43.2199065,5.5336628,Cassis,FR
11856,52.7168861,-8.9306111,Newmarket-on-Fergus,IE
3563,45.6974362,4.1747782,Chambéon,FR
4372,45.1884817,5.7184393,Grenoble,FR
2533,43.8145477,-1.382481,Messanges,FR
13609,41.9027835,12.4963655,Roma,IT
13638,46.077211,-0.491185,Coivert,FR
13646,39.5399227,3.3330284,"Porto Cristo, Manacor",ES
13658,9.4189584,99.92929919999999,Surat Thani,TH
12992,39.0124717,-7.787426000000001,Portalegre,PT
13712,42.7397937,10.3690289,Capoliveri,IT
14029,45.6771228,13.3863007,Grado,IT
8472,44.4178728,4.910442499999999,Grignan,FR
13824,39.6012147,-9.0700991,Nazaré,PT
12562,42.8954259,0.0595692,Barèges,FR
13894,40.7461572,14.4989344,Pompei,IT
13994,31.5084926,-9.7595041,Essaouira,MA
13999,-4.370248999999999,15.4800382,Kinshasa,CD
13171,43.757808,7.473754,Roquebrune Cap Martin,FR
13343,38.3955142,-8.7763978,Comporta,PT
14183,49.6649385,6.0722329,KOPSTAL,LU
13568,43.406019,6.7097415,Fréjus,FR
14282,43.4669602,11.0419321,San Gimignano,IT
14306,36.7463316,-3.8756474,Nerja,ES
14311,40.46061230000001,15.0236204,Capaccio Paestum,IT
14375,47.4134539,0.8412738999999999,VERNOU SUR BRENNE,FR
14439,14.4798195,-61.02580760000001,LE DIAMANT,FR
13095,48.2560557,7.392337899999999,Kintzheim,FR
14579,41.9214178,12.5074198,Roma,IT
14614,38.1184547,13.359411,Palermo,IT
7634,40.8749914,0.1548395,Valderrobres,ES
20158,44.0364499,12.6139455,Rimini RN,IT
14763,38.1029038,15.6358443,Reggio calabria,IT
14765,38.1174528,15.6578175,Reggio Calabria,IT
15356,43.38134729999999,-2.5840509,Ea,ES
15482,55.378051,-3.435973,,GB
14844,48.8388004,2.7138529,Bussy saint Georges,FR
14863,40.8523055,14.260299,Napoli,IT
14949,45.4539321,8.6172937,Novara,IT
15801,41.1206357,16.8665442,BARI,IT
15155,42.5476873,-6.602157900000001,Ponferrada,ES
12536,38.1149562,13.363309,Palermo PA,IT
17301,37.0740585,15.2757277,Siracusa,IT
2457,48.86999309999999,3.5535873,MONTMIRAIL,FR
15832,44.4926792,11.3475077,Bologna,IT
16390,19.4777777,-90.70305549999999,Ciudad del Sol,MX
16399,38.9954979,-3.3714594,Manzanares,ES
18429,41.37466630000001,16.1531774,Margherita di Savoia,IT
16413,4.570868,-74.297333,,CO
28293,42.2379269,-8.7164554,Vigo,ES
1880,44.162946,1.667099,St Antonin Noble Val,FR
16614,-22.9570265,-43.0666053,Camboinhas,BR
16605,23.0636562,-109.7024376,  San José del Cabo,MX
16608,-13.3800917,-38.9124904,"Morro de São Paulo, BA",BR
16638,25.9438581,-80.1788098,MIAMI,US
15901,40.6429251,14.4122466,Meta,IT
11115,42.5251592,-8.8163704,Cambados,ES
18173,45.7741426,8.4312788,Orta san giulio,IT
21133,20.2034945,-87.4706814,La Veleta Tulum,MX
16789,16.2566402,-61.2556056,Saint- François,FR
16935,43.3748188,-1.7454373,Hendaya,FR
18239,48.8580854,2.3563118,Paris,FR
3416,43.5633333,5.3496967,EGUILLES,FR
16493,19.4120625,-99.1709387,Ciudad de México,MX
16994,38.9206559,-6.3462331,Mérida,ES
16207,32.7186831,-17.16223,Arco da Calheta,PT
19293,43.9090188,10.2533479,Capezzano Pianore,IT
18181,44.7541246,5.3710142,Die,FR
10955,45.091354,5.205485899999999,"Saint-Lattier,",FR
14233,43.8871113,4.7637185,Barbentane,FR
3997,45.575315,3.783439,Ambert,FR
5257,43.551556,7.0069629,Cannes,FR
817,37.10708959999999,-8.0500773,Loulé,PT
17297,41.6149571,-8.4014379,Barreiros,PT
17299,55.1574406,-7.717149300000001,Letterkenny,IE
17303,18.9102904,-98.4395218,"Atlixco, Pue.",MX
16284,16.8103818,-99.86748089999999,"Acapulco de Juaréz, Guerrero",MX
16879,41.1265511,16.8683939,Bari,IT
17425,31.7282263,-106.46132,Ciudad Juarez,MX
16619,43.1157212,5.9604279,toulon,FR
17654,44.7011937,8.0319456,Alba,IT
16297,46.5335681,10.1326288,Livigno,IT
6355,45.2620242,0.767662,AGONAC,FR
17758,53.2912536,-6.130600599999999,"Dun Laoighre, Dublin",IE
16749,15.8719795,-97.0767365,Puerto Escondido,MX
17150,18.6022461,-98.84081839999999,"ALPUYECA, MORELOS",MX
17869,50.8560723,0.5762566,Hastings,GB
17874,31.9696403,-116.6587398,Ensenada,MX
24557,18.5565468,-99.60512059999999,Taxco de Alarcón,MX
21401,51.455122,-0.1950353,London,GB
3464,45.435776,10.9906446,Verona,IT
18849,20.9049667,-100.7456016,San Miguel de Allende,MX
20591,-11.4098737,-41.2808577,Bahia,BR
21802,46.4515445,-0.2733984,Augé,FR
18978,40.7806513,9.1592507,Berchidda,IT
16919,50.479462,1.6218426,Cucq,FR
18990,37.09024,-95.712891,,US
17954,41.5778649,-8.174153,Esperança,PT
18454,48.8639339,2.3573336,Paris,FR
14197,39.1197527,-9.3703219,Silveira,PT
19203,47.675176,-3.0125381,Brech,FR
17502,42.2145423,11.7083072,Lido di Tarquinia,IT
8463,41.88771819999999,12.4972025,Roma,IT
19282,19.4339738,-99.1894635,Ciudad de México,MX
10159,43.1525688,-1.5245528,Elizondo,ES
19326,45.5504622,11.5447729,Vicenza,IT
19365,14.5481084,-60.97003239999999,Sainte-Luce,MQ
19354,51.58662589999999,-0.0986094,London,GB
17453,45.1352416,7.6277065,Venaria Reale,IT
19441,5.3602164,-3.9674371,abidjan,CI
17916,40.87271579999999,14.2582422,Capodimonte - Napoli,IT
18140,38.5280566,-8.8444683,Setúbal,PT
16631,45.6968677,9.6822498,Bergamo,IT
18032,37.3568939,15.087147,Carlentini,IT
19709,40.5538672,8.3288102,Alghero,IT
19750,44.2204057,12.0432007,Forlì,IT
19886,3.4464182,-76.5382334,Cali,CO
16370,19.6361701,-97.0917692,"Las Vigas de Ramirez, Ver.",MX
19279,20.9614079,-89.6254036,Merida,MX
20175,21.8830798,-102.3300849,Aguas Calientes,MX
21095,47.8645025,7.0020799,Mitzach,FR
19127,6.240975100000001,-75.5929319,Medellín,CO
20263,52.47623,-1.8858203,Birmingham,GB
28105,43.7112138,10.3971027,Pisa,IT
20432,52.3407261,-2.2733585,STOURPORT-ON-SEVERN,GB
20823,52.4605347,-1.8848929,Birmingham ,GB
20642,20.8894557,-100.7169421,San Miguel de Allende Guanajuato,MX
18614,38.1440869,15.2173594,Barcellona Pozzo di Gotto,IT
20764,43.463073,5.230999,vitrolles,FR
22337,45.57613689999999,9.2423826,Monza,IT
20814,49.3493051,0.04926759999999999,Benerville sur mer,FR
18778,45.4449428,9.1795901,milano,IT
3866,43.1069343,-0.4287578,Arudy,FR
20950,40.8556199,14.2641911,Napoli ,IT
20997,48.8856111,2.3400178,Paris,FR
18829,43.8629444,11.1080782,Prato,IT
21018,42.3178215,2.177313,Ribes de Freser,ES
21750,43.6661572,10.7521323,Montopoli in Val dʼArno,IT
24325,47.5805071,1.380614,Vineuil ,FR
24308,43.179282,5.6034607,Marseille ,FR
24311,-22.9617583,-43.4752277,Rio de Janeiro,BR
21695,36.9568069,-25.1412354,Vila do Porto,PT
7583,43.69909579999999,7.278794899999999,Nice,FR
24196,38.7133152,-9.3936558,Estoril,PT
24818,-21.1288828,55.7999878,Sainte Rose,FR
24383,44.23812909999999,9.4929277,Moneglia,IT
22421,53.96303,-1.1073808,York,GB
22298,20.6606891,-103.3953073,Guadalajara,MX
22582,42.7643491,10.8763374,Castiglione della Pescaia,IT
22768,46.227638,2.213749,,FR
22704,45.8609102,11.5542843,Asiago,IT
22730,40.4663295,15.3056966,Ottati,IT
22750,39.7714463,2.9029406,Caimari,ES
22774,-6.0580775,-77.8942467,"Cocachimba, Amazonas",PE
22831,46.227638,2.213749,,FR
21900,38.7104761,-9.149960300000002,Lisboa,PT
20126,40.8749387,9.6162657,Porto San Paolo SS,IT
23009,41.5554841,-6.957450799999999,Macedo de Cavaleiros,PT
23022,37.8964642,-6.5632842,Aracena,ES
23024,42.8011927,-1.6294073,Pamplona,ES
23025,41.9053985,12.4613189,Roma,IT
20792,43.70916829999999,10.3982766,Pisa,IT
28159,48.1646617,6.9016132,Corcieux,FR
19842,48.89248080000001,2.1330184,Le Vésinet,FR
24351,38.0170911,12.5131229,Trapani,IT
24723,53.2060241,-6.1046471,Bray,IE
24454,41.72996879999999,12.2790387,Ostia (RM),IT
22483,48.955151,4.354356999999999,Châlons-en-Champagne,FR
21951,20.2013855,-87.4747787,Tulum,MX
24532,40.9008925,15.4380075,Calitri,IT
23428,48.4706857,-2.48638,Lamballe,FR
24757,46.227638,2.213749,,FR
22851,46.6146106,7.0591481,Saint-Christophe,IT
1057,49.9684627,3.7059731,Dorengt,FR
10495,48.97770999999999,7.306983,SOUCHT,FR
22363,47.74027340000001,7.3193911,Mulhouse,FR
23513,39.9238023,8.5277538,cabras,IT
23184,41.2158084,13.563236,Gaeta,IT
23739,4.6712579,-74.1036216,Bogota,CO
23862,57.4166027,-6.1917611,"Portree, Isle of Skye",GB
23836,40.20578,-5.07766,,ES
23896,-33.3473256,-70.2914951,Santiago,CL
23957,42.5913799,-5.574368499999999,Leon,ES
23952,43.27506340000001,11.98512, Cortona,IT
24663,41.8913138,12.5506354,Roma,IT
28057,38.1360117,13.2032765,Carini ,IT
28135,47.687,-2.944594,Pluneret,FR
28520,39.25298009999999,9.1648531,Selargius ,IT
28215,49.192165,0.269473,Fauguernon,FR
28576,46.227638,2.213749,,FR
14908,42.58771,0.34537,"San Juan de Plan, Huesca",ES
28538,49.3882304,0.2046262,Equemauville,FR
12592,41.2354306,1.8105999,"Sitges, Barcelona",ES
27953,41.5490607,14.3767462,Santa Maria del Molise,IT
25162,40.8348056,14.2346094,Napoli ,IT
25071,48.5487235,-1.695286,Baguer-Pican,FR
14618,43.1046357,-5.5099027,Felechosa,ES
13663,45.6284794,6.8454811,Montvalezan,FR
25218,39.9282134,8.5354986,Cabras,IT
15940,50.70924549999999,2.6503954,Merris,FR
12145,42.1977503,2.6687289,Sant Jaume de Llierca,ES
25261,42.121474,3.1318802,L'Escala,ES
21570,47.3840505,0.6847645,Tours,FR
1251,47.0704603,6.616094299999999,Les Fins,FR
9659,28.7317835,-13.859271,Corralejo,ES
19448,45.4741974,10.536622,Desenzano Del Garda Bs,IT
14702,38.1794155,12.7307472,san vito lo capo,IT
9950,37.8619519,-5.582427699999999,"Constantina, Sevilla",ES
19566,45.803695,11.9617277,Maser,IT
8200,44.038727,5.134068999999999,Mazan,FR
12925,43.7913055,7.520344000000001,Menton,FR
10512,45.252593,4.809742,Andancette,FR
21799,19.1164441,-104.3171069,Manzanillo ,MX
13495,45.6133129,6.778957699999999,Bourg-Saint-Maurice,FR
25628,4.2845625,-74.4192344,Arbeláez,CO
25651,46.818188,8.227511999999999,,CH
25129,16.3216458,-61.30099629999999,Le Moule,GP
1705,45.7052168,5.8865683,73100,FR
12681,43.146479,1.038745,Belbèze-en-Comminges,FR
5516,50.1792299,1.493434,Cayeux-sur-Mer,FR
9075,41.8217756,12.4676298,Roma RM,IT
10441,42.8832193,-4.3152759,Santa Maria de Nava,ES
14496,42.05744929999999,2.7495551,"Canet d'Adri, Girona",ES
18834,37.9404376,15.3050695,Scifì,IT
